Car_ID,Brand,Model,Variant_Name,Year,Body_Type,Fuel_Type,Transmission,Price_Lakh,Mileage_kmpl,Engine_CC,Seating_Capacity,Service_Cost_INR,Airbags,ABS,Rear_Camera,Touchscreen,Cruise_Control,Sunroof,Safety_Rating,Brand_Image_Score,Sentiment_Score,Headlight_INR,Backlight_INR,FrontBumper_INR,RearBumper_INR,SideMirror_INR
560,Mercedes-Benz,E-Class,E 220d AT,2025,Sedan,Diesel,Automatic,78.0,16.1,1950,5,21000,8,Yes,Yes,Yes,Yes,Yes,5,9,0.88,58000,44000,88000,84000,36000
561,Mercedes-Benz,GLA,220 AT,2025,SUV,Petrol,Automatic,51.0,17.4,1991,5,17000,8,Yes,Yes,Yes,Yes,Yes,5,9,0.84,46000,33000,70000,66000,28000
562,Mercedes-Benz,GLC,300 AT,2025,SUV,Petrol,Automatic,74.0,14.7,1999,5,20500,8,Yes,Yes,Yes,Yes,Yes,5,9,0.87,54000,40000,82000,78000,33000
563,Volvo,S60,B5 Inscription AT,2025,Sedan,Petrol,Automatic,55.0,17.8,1969,5,17000,8,Yes,Yes,Yes,Yes,Yes,5,8,0.80,48000,35000,72000,68000,30000
564,Volvo,S90,B6 Ultimate AT,2025,Sedan,Petrol,Automatic,68.0,17.0,1969,5,19000,8,Yes,Yes,Yes,Yes,Yes,5,8,0.82,52000,38000,80000,76000,32000
565,Volvo,XC40,B4 Ultimate AT,2025,SUV,Petrol,Automatic,54.0,16.7,1969,5,17500,8,Yes,Yes,Yes,Yes,Yes,5,8,0.81,47000,34000,72000,68000,30000
566,Volvo,XC60,B6 Ultimate AT,2025,SUV,Petrol,Automatic,69.0,15.2,1969,5,19500,8,Yes,Yes,Yes,Yes,Yes,5,8,0.83,53000,39000,82000,78000,33000
567,Lexus,ES 300h,Luxury AT,2025,Sedan,Hybrid,Automatic,66.0,22.0,2487,5,18000,10,Yes,Yes,Yes,Yes,Yes,5,10,0.85,52000,38000,78000,74000,32000
568,Lexus,NX 350h,Luxury AT,2025,SUV,Hybrid,Automatic,74.0,20.0,2487,5,19000,10,Yes,Yes,Yes,Yes,Yes,5,10,0.86,56000,42000,85000,80000,34000
569,Lexus,RX 500h+,Performance AT,2025,SUV,Hybrid,Automatic,95.0,18.0,2393,5,22000,10,Yes,Yes,Yes,Yes,Yes,5,10,0.88,65000,50000,98000,92000,40000
570,Jaguar,XE,R-Dynamic S AT,2025,Sedan,Petrol,Automatic,55.0,13.8,1997,5,19000,8,Yes,Yes,Yes,Yes,Yes,5,8,0.78,50000,36000,76000,72000,30000
571,Jaguar,XF,R-Dynamic SE AT,2025,Sedan,Petrol,Automatic,72.0,14.4,1997,5,21000,8,Yes,Yes,Yes,Yes,Yes,5,8,0.80,56000,42000,85000,80000,34000
572,Jaguar,F-Pace,R-Dynamic S AT,2025,SUV,Petrol,Automatic,78.0,14.0,1997,5,22000,8,Yes,Yes,Yes,Yes,Yes,5,8,0.81,58000,44000,88000,84000,36000
573,Land Rover,Range Rover Evoque,Dynamic SE AT,2025,SUV,Petrol,Automatic,72.0,15.0,1997,5,23000,8,Yes,Yes,Yes,Yes,Yes,5,9,0.86,62000,48000,95000,90000,38000
574,Land Rover,Discovery Sport,R-Dynamic AT,2025,SUV,Petrol,Automatic,70.0,14.6,1997,5,22500,8,Yes,Yes,Yes,Yes,Yes,5,9,0.85,60000,46000,92000,88000,37000
575,Porsche,Macan,Base AT,2025,SUV,Petrol,Automatic,88.0,11.5,1984,5,26000,8,Yes,Yes,Yes,Yes,Yes,5,9,0.90,68000,52000,105000,100000,42000
576,Porsche,Cayenne,Platinum Edition AT,2025,SUV,Petrol,Automatic,138.0,10.8,2995,5,32000,10,Yes,Yes,Yes,Yes,Yes,5,9,0.92,85000,65000,130000,125000,52000
577,Mini,Cooper S,3-Door AT,2025,Hatchback,Petrol,Automatic,42.0,16.8,1998,4,15000,6,Yes,Yes,Yes,Yes,Yes,4,8,0.78,38000,26000,58000,54000,23000
578,Mini,Countryman,Cooper S AT,2025,SUV,Petrol,Automatic,54.0,14.3,1998,5,17000,6,Yes,Yes,Yes,Yes,Yes,4,8,0.79,45000,32000,70000,66000,28000
579,Skoda,Superb,L&K AT,2025,Sedan,Petrol,Automatic,39.0,15.1,1984,5,13500,8,Yes,Yes,Yes,Yes,Yes,5,8,0.62,32000,22000,48000,45000,19000
580,Volkswagen,Touareg,Petrol AT,2025,SUV,Petrol,Automatic,85.0,11.8,2995,5,26000,8,Yes,Yes,Yes,Yes,Yes,5,8,0.82,70000,54000,108000,102000,43000
581,Audi,A8 L,Technology AT,2025,Sedan,Petrol,Automatic,120.0,11.2,2995,5,30000,10,Yes,Yes,Yes,Yes,Yes,5,9,0.90,90000,70000,140000,135000,56000
582,BMW,7 Series,740Li M Sport,2025,Sedan,Petrol,Automatic,130.0,12.0,2998,5,32000,10,Yes,Yes,Yes,Yes,Yes,5,9,0.92,95000,72000,150000,145000,60000
583,Mercedes-Benz,S-Class,S 350d AT,2025,Sedan,Diesel,Automatic,165.0,12.5,2925,5,35000,10,Yes,Yes,Yes,Yes,Yes,5,9,0.94,110000,85000,170000,165000,70000
584,Lexus,LS 500h,Luxury AT,2025,Sedan,Hybrid,Automatic,190.0,15.4,3456,5,38000,10,Yes,Yes,Yes,Yes,Yes,5,10,0.95,120000,90000,180000,175000,75000
585,Land Rover,Range Rover Velar,R-Dynamic SE AT,2025,SUV,Petrol,Automatic,95.0,13.1,1997,5,28000,10,Yes,Yes,Yes,Yes,Yes,5,9,0.88,75000,58000,115000,110000,46000
586,Land Rover,Range Rover Sport,Dynamic SE AT,2025,SUV,Petrol,Automatic,145.0,10.9,2997,5,33000,10,Yes,Yes,Yes,Yes,Yes,5,9,0.92,98000,76000,150000,145000,60000
587,BMW,X5,xDrive40i M Sport,2025,SUV,Petrol,Automatic,110.0,11.2,2998,5,30000,10,Yes,Yes,Yes,Yes,Yes,5,9,0.91,85000,65000,130000,125000,52000
588,BMW,X7,xDrive40i M Sport,2025,SUV,Petrol,Automatic,130.0,11.0,2998,7,32000,10,Yes,Yes,Yes,Yes,Yes,5,9,0.92,90000,70000,140000,135000,56000
589,Mercedes-Benz,GLC Coupe,300 AT,2025,SUV,Petrol,Automatic,76.0,14.0,1999,5,21000,8,Yes,Yes,Yes,Yes,Yes,5,9,0.87,56000,42000,85000,80000,34000
590,Mercedes-Benz,GLE,450 AT,2025,SUV,Petrol,Automatic,105.0,11.0,2999,5,29000,10,Yes,Yes,Yes,Yes,Yes,5,9,0.91,85000,65000,130000,125000,52000
591,Audi,Q7,Technology AT,2025,SUV,Petrol,Automatic,95.0,11.2,2995,7,28000,10,Yes,Yes,Yes,Yes,Yes,5,9,0.89,78000,60000,120000,115000,48000
592,Audi,Q8,55 TFSI AT,2025,SUV,Petrol,Automatic,115.0,10.5,2995,5,30000,10,Yes,Yes,Yes,Yes,Yes,5,9,0.91,85000,65000,130000,125000,52000
593,Porsche,Panamera,4 E-Hybrid AT,2025,Sedan,Hybrid,Automatic,160.0,18.0,2894,4,35000,10,Yes,Yes,Yes,Yes,Yes,5,9,0.93,95000,72000,150000,145000,60000
594,Porsche,Taycan,Base AT,2025,Sedan,Electric,Automatic,155.0,0.0,0,4,32000,10,Yes,Yes,Yes,Yes,Yes,5,9,0.94,100000,78000,160000,155000,65000
595,Maserati,Ghibli,GT Hybrid AT,2025,Sedan,Hybrid,Automatic,138.0,12.0,1995,5,32000,10,Yes,Yes,Yes,Yes,Yes,5,9,0.90,90000,70000,140000,135000,56000
596,Maserati,Levante,GT Hybrid AT,2025,SUV,Hybrid,Automatic,155.0,11.5,1995,5,35000,10,Yes,Yes,Yes,Yes,Yes,5,9,0.91,95000,72000,150000,145000,60000
597,Bentley,Flying Spur,V8 AT,2025,Sedan,Petrol,Automatic,410.0,7.0,3996,5,65000,10,Yes,Yes,Yes,Yes,Yes,5,10,0.98,180000,140000,280000,270000,120000
598,Bentley,Bentayga,V8 AT,2025,SUV,Petrol,Automatic,450.0,7.5,3996,5,70000,10,Yes,Yes,Yes,Yes,Yes,5,10,0.98,200000,160000,300000,290000,130000
599,Rolls-Royce,Ghost,Series II AT,2025,Sedan,Petrol,Automatic,690.0,6.3,6750,5,90000,10,Yes,Yes,Yes,Yes,Yes,5,10,0.99,300000,240000,450000,440000,200000
600,Lamborghini,Urus,S AT,2025,SUV,Petrol,Automatic,410.0,7.8,3996,5,80000,10,Yes,Yes,Yes,Yes,Yes,5,10,0.99,220000,180000,350000,340000,150000
Car_ID,Brand,Model,Variant_Name,Year,Body_Type,Fuel_Type,Transmission,Price_Lakh,Mileage_kmpl,Engine_CC,Seating_Capacity,Service_Cost_INR,Airbags,ABS,Rear_Camera,Touchscreen,Cruise_Control,Sunroof,Safety_Rating,Brand_Image_Score,Sentiment_Score,Headlight_INR,Backlight_INR,FrontBumper_INR,RearBumper_INR,SideMirror_INR
601,Maruti Suzuki,Swift,ZXi Plus AT,2025,Hatchback,Petrol,Automatic,9.8,22.5,1197,5,5600,6,Yes,Yes,Yes,No,No,3,8,0.62,9000,6000,14000,13000,5000
602,Maruti Suzuki,Baleno,Alpha AMT,2025,Hatchback,Petrol,Automatic,9.9,22.9,1197,5,5800,6,Yes,Yes,Yes,No,No,3,8,0.63,9500,6500,15000,14000,5200
603,Hyundai,Verna,Turbo SX MT,2025,Sedan,Petrol,Manual,15.0,20.6,1482,5,8600,6,Yes,Yes,Yes,Yes,Yes,5,8,0.67,15000,10500,22500,21000,8000
604,Hyundai,Creta,EX Diesel MT,2025,SUV,Diesel,Manual,13.9,21.8,1493,5,9000,6,Yes,Yes,Yes,Yes,No,5,8,0.66,16500,11500,25000,23500,9000
605,Tata Motors,Nexon,Creative Diesel MT,2025,SUV,Diesel,Manual,12.6,23.2,1497,5,7200,6,Yes,Yes,Yes,Yes,No,5,7,0.61,14500,10000,21500,20000,7800
606,Tata Motors,Punch,Adventure AMT,2025,SUV,Petrol,Automatic,8.4,20.9,1199,5,5800,4,Yes,Yes,Yes,No,No,5,7,0.60,9500,6500,15000,14000,5200
607,Mahindra,XUV300,TurboSport MT,2025,SUV,Petrol,Manual,12.0,18.9,1197,5,7600,6,Yes,Yes,Yes,Yes,No,5,7,0.60,13500,9500,21000,19500,7500
608,Mahindra,Thar,Petrol AT,2025,SUV,Petrol,Automatic,15.9,13.0,1997,4,9800,4,Yes,Yes,Yes,No,No,4,8,0.61,16000,11000,23500,22000,8400
609,Toyota,Urban Cruiser Hyryder,S Hybrid AT,2025,SUV,Hybrid,Automatic,18.4,27.9,1490,5,9000,6,Yes,Yes,Yes,Yes,Yes,5,9,0.75,18000,12500,27000,25500,9500
610,Toyota,Innova Crysta,GX Diesel MT,2025,MPV,Diesel,Manual,21.5,14.5,2393,7,9800,7,Yes,Yes,Yes,Yes,No,5,9,0.77,20000,14000,30000,28000,11000
611,Honda,Elevate,V MT,2025,SUV,Petrol,Manual,13.8,15.3,1498,5,8000,6,Yes,Yes,Yes,Yes,No,4,8,0.71,15000,10500,22500,21000,8000
612,Honda,City,V CVT,2025,Sedan,Petrol,Automatic,14.8,18.4,1498,5,8200,6,Yes,Yes,Yes,Yes,No,5,8,0.72,16000,11000,23500,22000,8400
613,Kia,Seltos,HTK Plus Diesel MT,2025,SUV,Diesel,Manual,14.5,20.7,1493,5,8600,6,Yes,Yes,Yes,Yes,No,5,8,0.66,17000,12000,25500,24000,9000
614,Kia,Carens,Luxury Plus Diesel AT,2025,MPV,Diesel,Automatic,18.9,16.8,1493,7,9800,6,Yes,Yes,Yes,Yes,Yes,4,8,0.67,20000,14000,30000,28000,11000
615,Skoda,Slavia,Style AT,2025,Sedan,Petrol,Automatic,16.5,19.3,1498,5,9800,6,Yes,Yes,Yes,Yes,Yes,5,7,0.56,17500,12000,26000,24500,9200
616,Skoda,Kushaq,Ambition AT,2025,SUV,Petrol,Automatic,15.8,18.6,1498,5,9600,6,Yes,Yes,Yes,Yes,No,5,7,0.55,16500,11500,25000,23500,9000
617,Volkswagen,Taigun,GT Plus MT,2025,SUV,Petrol,Manual,17.5,18.1,1498,5,9800,6,Yes,Yes,Yes,Yes,Yes,5,7,0.55,18500,13000,27500,26000,9800
618,Volkswagen,Virtus,GT Line AT,2025,Sedan,Petrol,Automatic,17.8,19.4,1498,5,10000,6,Yes,Yes,Yes,Yes,Yes,5,7,0.55,19000,13500,28500,27000,10000
619,Renault,Kiger,Turbo RXZ MT,2025,SUV,Petrol,Manual,11.4,19.0,999,5,6400,4,Yes,Yes,Yes,Yes,No,4,6,0.46,11500,8000,17500,16500,6200
620,Nissan,Magnite,XV Turbo MT,2025,SUV,Petrol,Manual,11.2,20.0,999,5,6600,4,Yes,Yes,Yes,Yes,No,4,6,0.47,12000,8200,18000,17000,6400
621,MG,Hector,Sharp Diesel MT,2025,SUV,Diesel,Manual,18.5,15.0,1956,5,9800,6,Yes,Yes,Yes,Yes,Yes,4,7,0.68,21000,14500,30000,28500,10500
622,MG,Astor,Savvy Turbo AT,2025,SUV,Petrol,Automatic,17.9,15.4,1349,5,9000,6,Yes,Yes,Yes,Yes,Yes,4,7,0.67,18500,13000,27500,26000,9800
623,Jeep,Compass,Sport Diesel MT,2025,SUV,Diesel,Manual,22.5,17.1,1956,5,11000,6,Yes,Yes,Yes,Yes,Yes,5,8,0.72,23000,16000,34000,32000,12500
624,Citroen,C3 Turbo Shine MT,2025,Hatchback,Petrol,Manual,8.2,19.4,1199,5,5200,2,Yes,Yes,Yes,No,No,3,6,0.50,9000,6000,14000,13000,5000
625,Citroen,C3 Aircross,Turbo AT,2025,SUV,Petrol,Automatic,12.8,18.5,1199,5,6800,4,Yes,Yes,Yes,Yes,No,4,6,0.52,14000,10000,22000,20500,8000
626,Isuzu,Mu-X,4x4 Diesel AT,2025,SUV,Diesel,Automatic,38.0,12.3,1898,7,14500,6,Yes,Yes,Yes,Yes,Yes,4,7,0.55,32000,22000,48000,45000,19000
627,Force Motors,Gurkha,3 Door Diesel MT,2025,SUV,Diesel,Manual,15.5,12.4,2596,4,9800,2,Yes,Yes,Yes,No,No,4,6,0.50,18000,12500,27000,25500,9500
628,Maruti Suzuki,Jimny,Zeta AT,2025,SUV,Petrol,Automatic,14.5,16.9,1462,4,7200,6,Yes,Yes,Yes,Yes,No,4,8,0.62,15000,10500,22500,21000,8000
629,Tata Motors,Altroz,Diesel XZ Plus MT,2025,Hatchback,Diesel,Manual,10.8,23.6,1497,5,6400,4,Yes,Yes,Yes,No,No,5,7,0.61,11500,8000,17500,16500,6200
630,Mahindra,Bolero Neo,N10 MT,2025,SUV,Diesel,Manual,11.5,17.3,1493,7,7800,2,Yes,Yes,Yes,No,No,4,7,0.55,15500,10800,23000,21500,8200
631,Toyota,Fortuner,4x4 Diesel MT,2025,SUV,Diesel,Manual,38.5,14.4,2755,7,14500,7,Yes,Yes,Yes,Yes,Yes,5,9,0.80,46000,31000,62000,58000,26000
632,Hyundai,Tucson,Signature Diesel AT,2025,SUV,Diesel,Automatic,34.5,16.4,1999,5,12500,6,Yes,Yes,Yes,Yes,Yes,5,8,0.70,28000,19000,42000,40000,16500
633,Kia,Sportage,Diesel AT,2025,SUV,Diesel,Automatic,36.0,17.0,1998,5,13500,6,Yes,Yes,Yes,Yes,Yes,5,8,0.70,30000,20000,45000,42000,17000
634,Skoda,Kodiaq,L&K AT,2025,SUV,Petrol,Automatic,41.0,13.0,1984,7,15000,8,Yes,Yes,Yes,Yes,Yes,5,8,0.66,33000,23000,50000,47000,20000
635,Volkswagen,Tiguan,R-Line AT,2025,SUV,Petrol,Automatic,38.5,12.6,1984,5,14500,8,Yes,Yes,Yes,Yes,Yes,5,8,0.65,32000,22000,48000,45000,19000
636,MG,Gloster,Desert Storm AT,2025,SUV,Diesel,Automatic,39.5,12.0,1996,7,14800,6,Yes,Yes,Yes,Yes,Yes,5,7,0.70,33000,23000,50000,47000,20000
637,Jeep,Meridian,Limited O AT,2025,SUV,Diesel,Automatic,38.0,16.2,1956,7,15000,6,Yes,Yes,Yes,Yes,Yes,5,8,0.71,32000,22000,48000,45000,19000
638,Lexus,UX 250h,Luxury AT,2025,SUV,Hybrid,Automatic,43.0,23.0,1987,5,17000,10,Yes,Yes,Yes,Yes,Yes,5,10,0.84,42000,30000,65000,60000,26000
639,Volvo,XC40 Recharge,EV AT,2025,SUV,Electric,Automatic,54.0,0.0,0,5,16500,8,Yes,Yes,Yes,Yes,Yes,5,8,0.82,47000,34000,72000,68000,30000
640,BMW,iX1,xDrive30 EV,2025,SUV,Electric,Automatic,67.0,0.0,0,5,18000,8,Yes,Yes,Yes,Yes,Yes,5,9,0.87,38000,26000,58000,55000,23000
641,Audi,Q4 e-tron,50 quattro,2025,SUV,Electric,Automatic,72.0,0.0,0,5,19000,8,Yes,Yes,Yes,Yes,Yes,5,9,0.88,42000,30000,65000,60000,26000
642,Mercedes-Benz,EQB,300 4MATIC,2025,SUV,Electric,Automatic,77.0,0.0,0,7,19500,9,Yes,Yes,Yes,Yes,Yes,5,9,0.87,42000,30000,63000,60000,25500
643,Porsche,Macan EV,Base AT,2025,SUV,Electric,Automatic,95.0,0.0,0,5,26000,8,Yes,Yes,Yes,Yes,Yes,5,9,0.92,70000,54000,108000,102000,43000
644,BYD,Seal,Uprange EV,2025,Sedan,Electric,Automatic,45.0,0.0,0,5,13500,8,Yes,Yes,Yes,Yes,Yes,5,8,0.71,28000,19000,42000,40000,16500
645,BYD,Atto 3,Premium EV,2025,SUV,Electric,Automatic,34.5,0.0,0,5,12000,7,Yes,Yes,Yes,Yes,Yes,5,8,0.70,26000,18000,39000,37000,15000
646,Tata Motors,Avinya X,EV Concept Prod,2025,SUV,Electric,Automatic,45.0,0.0,0,5,15000,8,Yes,Yes,Yes,Yes,Yes,5,7,0.65,30000,22000,48000,45000,19000
647,Hyundai,IONIQ 5 N,Performance EV,2025,SUV,Electric,Automatic,65.0,0.0,0,5,17000,8,Yes,Yes,Yes,Yes,Yes,5,9,0.78,35000,25000,55000,52000,22000
648,Kia,EV6 GT,AWD EV,2025,SUV,Electric,Automatic,72.0,0.0,0,5,18000,8,Yes,Yes,Yes,Yes,Yes,5,9,0.79,38000,27000,58000,55000,23000
649,Mercedes-Benz,GLA,200 AT,2025,SUV,Petrol,Automatic,49.0,17.0,1332,5,17000,8,Yes,Yes,Yes,Yes,Yes,5,9,0.85,45000,33000,70000,66000,28000
650,Audi,A3,Premium Plus AT,2025,Sedan,Petrol,Automatic,46.0,16.5,1984,5,16500,8,Yes,Yes,Yes,Yes,Yes,5,9,0.83,42000,30000,65000,60000,26000
651,Tata Motors,Sierra EV,Concept Production,2026,SUV,Electric,Automatic,28.5,0.0,0,5,10500,6,Yes,Yes,Yes,Yes,Yes,5,7,0.66,24000,17000,36000,34000,13500
652,Tata Motors,Sierra ICE,Turbo Petrol AT,2026,SUV,Petrol,Automatic,22.5,15.5,1498,5,9200,6,Yes,Yes,Yes,Yes,Yes,5,7,0.64,21000,14500,30000,28500,10500
653,Tata Motors,Avinya,EV Base,2026,SUV,Electric,Automatic,35.0,0.0,0,5,13000,8,Yes,Yes,Yes,Yes,Yes,5,7,0.65,26000,18000,39000,37000,15000
654,BYD,Sealion 7,AWD EV,2026,SUV,Electric,Automatic,45.0,0.0,0,5,15000,8,Yes,Yes,Yes,Yes,Yes,5,8,0.72,30000,22000,48000,45000,19000
655,BYD,Dolphin,Long Range EV,2026,Hatchback,Electric,Automatic,22.0,0.0,0,5,9000,6,Yes,Yes,Yes,Yes,No,5,8,0.70,18000,12500,27000,25500,9500
656,BYD,Han,EV Performance,2026,Sedan,Electric,Automatic,55.0,0.0,0,5,17000,8,Yes,Yes,Yes,Yes,Yes,5,8,0.73,32000,23000,50000,47000,20000
657,BYD,Tang,EV AWD,2026,SUV,Electric,Automatic,60.0,0.0,0,7,18000,8,Yes,Yes,Yes,Yes,Yes,5,8,0.74,34000,25000,52000,49000,21000
658,VinFast,VF e34,Standard EV,2026,SUV,Electric,Automatic,25.0,0.0,0,5,10000,6,Yes,Yes,Yes,Yes,No,4,6,0.55,20000,14000,30000,28000,11000
659,VinFast,VF 7,Plus EV,2026,SUV,Electric,Automatic,38.0,0.0,0,5,14000,8,Yes,Yes,Yes,Yes,Yes,5,6,0.58,28000,20000,45000,42000,17000
660,VinFast,VF 8,AWD EV,2026,SUV,Electric,Automatic,48.0,0.0,0,5,16000,8,Yes,Yes,Yes,Yes,Yes,5,6,0.60,32000,23000,50000,47000,20000
661,VinFast,VF 9,AWD EV,2026,SUV,Electric,Automatic,65.0,0.0,0,7,18000,10,Yes,Yes,Yes,Yes,Yes,5,6,0.62,38000,28000,58000,55000,23000
662,MG,Marvel X,AWD EV,2026,SUV,Electric,Automatic,42.0,0.0,0,5,14500,8,Yes,Yes,Yes,Yes,Yes,5,7,0.70,28000,20000,45000,42000,17000
663,MG,IM LS6,EV Coupe SUV,2026,SUV,Electric,Automatic,48.0,0.0,0,5,15500,8,Yes,Yes,Yes,Yes,Yes,5,7,0.71,30000,22000,48000,45000,19000
664,MG,IM L7,EV Sedan,2026,Sedan,Electric,Automatic,52.0,0.0,0,5,16000,8,Yes,Yes,Yes,Yes,Yes,5,7,0.72,32000,23000,50000,47000,20000
665,Toyota,bZ3,EV Sedan,2026,Sedan,Electric,Automatic,38.0,0.0,0,5,13500,8,Yes,Yes,Yes,Yes,Yes,5,9,0.76,28000,20000,45000,42000,17000
666,Toyota,bZ Compact,EV SUV,2026,SUV,Electric,Automatic,32.0,0.0,0,5,12500,6,Yes,Yes,Yes,Yes,Yes,5,9,0.75,25000,18000,39000,37000,15000
667,Hyundai,IONIQ 7,EV AWD,2026,SUV,Electric,Automatic,70.0,0.0,0,7,19000,10,Yes,Yes,Yes,Yes,Yes,5,9,0.80,38000,28000,58000,55000,23000
668,Kia,EV5,AWD EV,2026,SUV,Electric,Automatic,55.0,0.0,0,5,17000,8,Yes,Yes,Yes,Yes,Yes,5,9,0.78,34000,25000,52000,49000,21000
669,Kia,EV4,EV Sedan,2026,Sedan,Electric,Automatic,42.0,0.0,0,5,15000,8,Yes,Yes,Yes,Yes,Yes,5,9,0.76,30000,22000,48000,45000,19000
670,Skoda,Vision 7S,EV SUV,2026,SUV,Electric,Automatic,55.0,0.0,0,7,16500,8,Yes,Yes,Yes,Yes,Yes,5,8,0.70,34000,25000,52000,49000,21000
671,Volkswagen,ID.7,EV Sedan,2026,Sedan,Electric,Automatic,58.0,0.0,0,5,17000,8,Yes,Yes,Yes,Yes,Yes,5,8,0.71,35000,26000,54000,51000,22000
672,Volkswagen,ID.Buzz,EV MPV,2026,MPV,Electric,Automatic,60.0,0.0,0,7,18000,8,Yes,Yes,Yes,Yes,Yes,5,8,0.72,36000,27000,56000,53000,23000
673,Renault,Scenic E-Tech,EV MPV,2026,MPV,Electric,Automatic,48.0,0.0,0,5,15000,8,Yes,Yes,Yes,Yes,Yes,5,7,0.60,30000,22000,48000,45000,19000
674,Renault,Austral,Hybrid AT,2026,SUV,Hybrid,Automatic,32.0,21.0,1332,5,11000,6,Yes,Yes,Yes,Yes,Yes,5,7,0.59,22000,15000,32000,30000,12000
675,Nissan,Ariya,EV AWD,2026,SUV,Electric,Automatic,55.0,0.0,0,5,16500,8,Yes,Yes,Yes,Yes,Yes,5,7,0.61,34000,25000,52000,49000,21000
676,Nissan,Chill-Out,EV Concept Prod,2026,SUV,Electric,Automatic,35.0,0.0,0,5,13000,6,Yes,Yes,Yes,Yes,Yes,5,7,0.60,26000,18000,39000,37000,15000
677,Jeep,Recon,EV SUV,2026,SUV,Electric,Automatic,45.0,0.0,0,5,15000,8,Yes,Yes,Yes,Yes,Yes,5,8,0.72,30000,22000,48000,45000,19000
678,Jeep,Wagoneer S,EV AWD,2026,SUV,Electric,Automatic,75.0,0.0,0,5,20000,10,Yes,Yes,Yes,Yes,Yes,5,8,0.74,42000,30000,65000,60000,26000
679,Mahindra,BE.05,EV AWD,2026,SUV,Electric,Automatic,28.0,0.0,0,5,12000,6,Yes,Yes,Yes,Yes,Yes,5,8,0.65,24000,17000,36000,34000,13500
680,Mahindra,BE.07,EV Coupe SUV,2026,SUV,Electric,Automatic,32.0,0.0,0,5,13000,6,Yes,Yes,Yes,Yes,Yes,5,8,0.66,26000,18000,39000,37000,15000
681,Mahindra,XUV.e9,EV AWD,2026,SUV,Electric,Automatic,38.0,0.0,0,7,15000,8,Yes,Yes,Yes,Yes,Yes,5,8,0.67,30000,22000,48000,45000,19000
682,Tata Motors,Harrier EV,AWD,2026,SUV,Electric,Automatic,35.0,0.0,0,5,13500,8,Yes,Yes,Yes,Yes,Yes,5,7,0.64,28000,20000,45000,42000,17000
683,Tata Motors,Safari EV,AWD,2026,SUV,Electric,Automatic,38.0,0.0,0,7,14500,8,Yes,Yes,Yes,Yes,Yes,5,7,0.65,30000,22000,48000,45000,19000
684,Tata Motors,Curvv ICE,Hybrid AT,2026,SUV,Hybrid,Automatic,24.5,22.0,1498,5,9800,6,Yes,Yes,Yes,Yes,Yes,5,7,0.63,21000,14500,30000,28500,10500
685,Toyota,Crown Sport,Hybrid AT,2026,SUV,Hybrid,Automatic,45.0,21.0,2487,5,15000,8,Yes,Yes,Yes,Yes,Yes,5,9,0.78,30000,22000,48000,45000,19000
686,Toyota,Crown Sedan,Hybrid AT,2026,Sedan,Hybrid,Automatic,48.0,22.0,2487,5,15500,8,Yes,Yes,Yes,Yes,Yes,5,9,0.79,32000,23000,50000,47000,20000
687,Hyundai,Staria,Hybrid AT,2026,MPV,Hybrid,Automatic,38.0,18.0,1598,7,14000,8,Yes,Yes,Yes,Yes,Yes,5,8,0.70,28000,20000,45000,42000,17000
688,Kia,Carnival,Hybrid AT,2026,MPV,Hybrid,Automatic,42.0,17.5,1598,7,14500,8,Yes,Yes,Yes,Yes,Yes,5,8,0.71,30000,22000,48000,45000,19000
689,BYD,Song Plus,DM-i Hybrid,2026,SUV,Hybrid,Automatic,28.0,24.0,1498,5,10500,6,Yes,Yes,Yes,Yes,Yes,5,8,0.72,22000,15000,32000,30000,12000
690,BYD,Qin Plus,DM-i Hybrid,2026,Sedan,Hybrid,Automatic,26.0,26.0,1498,5,10000,6,Yes,Yes,Yes,Yes,Yes,5,8,0.73,21000,14500,30000,28500,10500
691,BYD,Yangwang U8,Hybrid AWD,2026,SUV,Hybrid,Automatic,95.0,15.0,1998,5,22000,10,Yes,Yes,Yes,Yes,Yes,5,9,0.85,50000,35000,70000,65000,28000
692,BYD,Sea Lion 05,EV SUV,2026,SUV,Electric,Automatic,35.0,0.0,0,5,13000,6,Yes,Yes,Yes,Yes,Yes,5,8,0.71,26000,18000,39000,37000,15000
693,XPeng,G6,EV AWD,2026,SUV,Electric,Automatic,45.0,0.0,0,5,15500,8,Yes,Yes,Yes,Yes,Yes,5,8,0.70,30000,22000,48000,45000,19000
694,XPeng,P7i,EV Sedan,2026,Sedan,Electric,Automatic,48.0,0.0,0,5,16000,8,Yes,Yes,Yes,Yes,Yes,5,8,0.71,32000,23000,50000,47000,20000
695,Chery,Omoda 5,EV,2026,SUV,Electric,Automatic,32.0,0.0,0,5,12000,6,Yes,Yes,Yes,Yes,Yes,5,7,0.60,24000,17000,36000,34000,13500
696,Chery,Tiggo 7 Pro,Hybrid AT,2026,SUV,Hybrid,Automatic,28.0,22.0,1498,5,10500,6,Yes,Yes,Yes,Yes,Yes,5,7,0.61,22000,15000,32000,30000,12000
697,Great Wall,Ora Funky Cat,EV,2026,Hatchback,Electric,Automatic,25.0,0.0,0,5,10000,6,Yes,Yes,Yes,Yes,No,4,7,0.58,20000,14000,30000,28000,11000
